# N=13 left-block {0..6} candidate ranking  (optimistic total = main + vert)
# WM=9 wm0=[3, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 3] lm0=[1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1]
# opt_total   main   vert  word
        704    401    303  surfschooltje
        704    401    303  stuurtouwtjes
        704    401    303  stuurcomputer
        704    401    303  struikculture
        704    401    303  structuurplan
        704    401    303  stijfselblauw
        704    401    303  souffleachtig
        704    401    303  slijpschijven
        704    401    303  slijmschimmel
        704    401    303  serumcultures
        704    401    303  schuurstertje
        704    401    303  schuursponsje
        704    401    303  schuurpoortje
        704    401    303  schuurmandjes
        704    401    303  schuurlokkend
        704    401    303  schuurlijsten
        704    401    303  schuurdoekjes
        704    401    303  schuurdertjes
        704    401    303  schuurdaakjes
        704    401    303  schuurborstel
        704    401    303  schuurbiesjes
        704    401    303  schuurbaasjes
        704    401    303  schuttinghout
        704    401    303  schuttersstuk
        704    401    303  schutterlijks
        704    401    303  schutsboompje
        704    401    303  schutplankjes
        704    401    303  schutdeurtjes
        704    401    303  schurkpaaltje
        704    401    303  schurkerijtje
        704    401    303  schurftziekte
        704    401    303  schurftnekjes
        704    401    303  schurftmijten
        704    401    303  schurftmiddel
        704    401    303  schurftkoppen
        704    401    303  schurftigheid
        704    401    303  schulpstertje
        704    401    303  schulpboortje
        704    401    303  schuldvorming
        704    401    303  schuldpostjes
        704    401    303  schuldplafons
        704    401    303  schuldplafond
        704    401    303  schuldheertje
        704    401    303  schuldfondsje
        704    401    303  schuldenvrijs
        704    401    303  schuldboekjes
        704    401    303  schuimslakjes
        704    401    303  schuimplankje
        704    401    303  schuimklopper
        704    401    303  schuimgebakje
        704    401    303  schuilkerkjes
        704    401    303  schuilhoekjes
        704    401    303  schuilbunkers
        704    401    303  schuifzalings
        704    401    303  schuifslotjes
        704    401    303  schuifraampje
        704    401    303  schuifpaaltje
        704    401    303  schuifkleppen
        704    401    303  schuifkistjes
        704    401    303  schuifkastjes
        704    401    303  schuifgiekjes
        704    401    303  schuifduikers
        704    401    303  schuifblindje
        704    401    303  schuifblaadje
        704    401    303  schudtafeltje
        704    401    303  schudbolletje
        704    401    303  schubkamilles
        704    401    303  saluutschotje
        704    401    303  rugzwemmertje
        704    401    303  rugzakachtigs
        704    401    303  roofzuchtigst
        704    401    303  reuzenwurmpje
        704    401    303  rechtsverzuim
        704    401    303  rechtshalfjes
        704    401    303  rechtbankmuur
        704    401    303  puzzeltochten
        704    401    303  pushfactortje
        704    401    303  pulverachtigs
        704    401    303  projectumpjes
        704    401    303  profgevechtje
        704    401    303  prijscurvetje
        704    401    303  prefectuurtje
        704    401    303  podiumcultuur
        704    401    303  pizzawalmpjes
        704    401    303  pizzaschuiven
        704    401    303  pizzaschepjes
        704    401    303  perfectumpjes
        704    401    303  pechkoffertje
        704    401    303  pechduiveltje
        704    401    303  parfumachtigs
        704    401    303  overblijfhulp
        704    401    303  opiumschuiver
        704    401    303  opiumcultures
        704    401    303  nimbysyndroom
        704    401    303  nephuwelijkje
        704    401    303  nacultuurtjes
        704    401    303  nachtverblijf
        704    401    303  mocrochickjes
        704    401    303  machtspreukje
        704    401    303  luchtverinkje
        704    401    303  luchtveertjes
        704    401    303  luchtvaartgek
        704    401    303  luchttrommels
        704    401    303  luchtsportjes
        704    401    303  luchtspleetje
        704    401    303  luchtroutetje
        704    401    303  luchtremmetje
        704    401    303  luchtraampjes
        704    401    303  luchtpostblad
        704    401    303  luchtplaatsje
        704    401    303  luchtlegertje
        704    401    303  luchtlagertje
        704    401    303  luchtkokertje
        704    401    303  luchtketeltje
        704    401    303  luchtkamertje
        704    401    303  luchtigheidje
        704    401    303  luchthartigst
        704    401    303  luchtevolutie
        704    401    303  luchtdruktent
        704    401    303  luchtbrommers
        704    401    303  luchtblaasjes
        704    401    303  luchtblaadjes
        704    401    303  luchtbeeldjes
        704    401    303  lijfmedicusje
        704    401    303  lijfknechtjes
        704    401    303  lijfgerechtje
        704    401    303  lichtverbruik
        704    401    303  lichtminuutje
        704    401    303  lemuurachtigs
        704    401    303  kubusachtiger
        704    401    303  krijgsmachtje
        704    401    303  korfschelpjes
        704    401    303  koffieculture
        704    401    303  koffertrucjes
        704    401    303  knoflooklucht
        704    401    303  kleutercursus
        704    401    303  kleurzweempje
        704    401    303  kleurverschil
        704    401    303  kleurenschijf
        704    401    303  kleureffectje
        704    401    303  klauwvalletje
        704    401    303  klauwijzertje
        704    401    303  kalfsschijven
        704    401    303  kachelvormpje
        704    401    303  kachelpijpjes
        704    401    303  kachelhoutjes
        704    401    303  jazzcovertjes
        704    401    303  jachtvogeltje
        704    401    303  jachtsluisjes
        704    401    303  jachtavontuur
        704    401    303  impulsdouches
        704    401    303  hoofdvrouwtje
        704    401    303  hoofdschoutje
        704    401    303  hoofdpeluwtje
        704    401    303  hoofdkwetsuur
        704    401    303  hofjonkvrouwe
        704    401    303  heuvelachtigs
        704    401    303  herfstluchten
        704    401    303  heffingswijze
        704    401    303  hechtijzertje
        704    401    303  hebzuchtigere
        704    401    303  halfslachtigs
        704    401    303  halfbewijsjes
        704    401    303  halfbeschaafd
        704    401    303  grafschriftje
        704    401    303  golfkrachtjes
        704    401    303  godvruchtigst
        704    401    303  gasfactuurtje
        704    401    303  futuristischt
        704    401    303  fraudegerucht
        704    401    303  fikhschooltje
        704    401    303  factcheckster
        704    401    303  drijfkrachtje
        704    401    303  dichtluimpjes
        704    401    303  debuutclipjes
        704    401    303  cumulostratus
        704    401    303  cijferfoutjes
        704    401    303  cactusachtigs
        704    401    303  bushcampinkje
        704    401    303  buffetachtige
        704    401    303  buffermachten
        704    401    303  bochtvormpjes
        704    401    303  blijdschapjes
        704    401    303  blauwververij
        704    401    303  blauwveenturf
        704    401    303  blauwkleurigs
        704    401    303  blauwgevlekts
        704    401    303  blauwgeverfds
        704    401    303  blauwgekleurd
        704    401    303  babygeboortes
        704    401    303  augustusnacht
        704    401    303  augurkachtigs
        703    419    284  xylografetjes
        703    419    284  picobecquerel
        703    419    284  paramyxovirus
        703    410    293  zwemexpertjes
        703    410    293  zwemboxertjes
        703    410    293  yuppieachtige
        703    410    293  yuppendochter
        703    410    293  werkhypothese
        703    410    293  waxcoatinkjes
        703    410    293  tribrachysjes
        703    410    293  tempelcomplex
        703    410    293  symptomatisch
        703    410    293  symmachietjes
        703    410    293  symbolistisch
        703    410    293  symbolischers
        703    410    293  syllogistisch
        703    410    293  strafbullytje
        703    410    293  reflexcentrum
        703    410    293  reactorfysici
        703    410    293  reactorfysica
        703    410    293  lobbyachtiger
        703    410    293  hypergelukkig
        703    410    293  hyperduurzame
        703    410    293  hyperduurzaam
        703    410    293  hockeyteampje
        703    410    293  hockeyplezier
        703    410    293  hockeymilieus
        703    410    293  hockeyduellen
        703    410    293  hockeybroekje
        703    410    293  hockeybelofte
        703    410    293  hockeybabejes
        703    410    293  hobbyistische
        703    410    293  helperwhiteys
        703    410    293  fruityoghurts
        703    410    293  filmcelebrity
        703    410    293  drugsexcesjes
        703    410    293  diskjockeytje
        703    410    293  cryptograafje
        703    410    293  cryptogeldjes
        703    410    293  cryptobeurzen
        703    410    293  cryptezaaltje
        703    410    293  complexlozers
        703    410    293  complexheidje
        703    410    293  communitytjes
        703    410    293  carpoolbuddys
        703    410    293  bijbelcodexje
        703    410    293  apocalypticae
        703    410    293  anticyclische
        703    401    302  zwemvijvertje
        703    401    302  zwammuggetjes
        703    401    302  zuccottootjes
        703    401    302  zompschuitjes
        703    401    302  zalmvrouwtjes
        703    401    302  zalmschuitjes
        703    401    302  zaagselschuur
        703    401    302  zaagschijfjes
        703    401    302  wulpenvleugel
        703    401    302  wrochtseltjes
        703    401    302  wolweverijtje
        703    401    302  wiskundejufje
        703    401    302  wikkeljurkjes
        703    401    302  wegwijsbordje
        703    401    302  wegwerpzeepje
        703    401    302  wegwerpbakjes
        703    401    302  webmuseumpjes
        703    401    302  webcamgirltje
        703    401    302  wascapsuletje
        703    401    302  vouwwagentjes
        703    401    302  volksvrouwtje
        703    401    302  vlugschriften
        703    401    302  viswachtertje
        703    401    302  vijlschaafjes
        703    401    302  verwachtinkje
        703    401    302  verwachtertje
        703    401    302  vermagerzucht
        703    401    302  verkleedzucht
        703    401    302  uitgeschulpts
        703    401    302  uitchecksters
        703    401    302  uitcheckpalen
        703    401    302  truckwasserij
        703    401    302  touchdowntjes
        703    401    302  tijwachtertje
        703    401    302  tarwecultures
        703    401    302  succumberende
        703    401    302  succumbeerden
        703    401    302  succesvollere
        703    401    302  succesrijkste
        703    401    302  succesrijkers
        703    401    302  succesboekjes
        703    401    302  stuwschroeven
        703    401    302  stucwerkertje
        703    401    302  spilzuchtigst
        703    401    302  spechtachtige
        703    401    302  snackschapjes
        703    401    302  shockeffecten
        703    401    302  shockachtiger
        703    401    302  ruwwerkertjes
        703    401    302  rubberculture
        703    401    302  rouwdouwertje
        703    401    302  rompschijfjes
        703    401    302  puikjuweeltje
        703    401    302  prachtweekjes
        703    401    302  prachtdochter
        703    401    302  popcircuitjes
        703    401    302  placeboeffect
